"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2005M02","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.0",""
"2005M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,420",""
"2005M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2005M02","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","264",""
"2005M02","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","14.2",""
"2005M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","250",""
"2005M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2005M02","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,069",""
"2005M02","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.5",""
"2005M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,923",""
"2005M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2005M02","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","20",""
"2005M02","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.6",""
"2005M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","18",""
"2005M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2005M02","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","124",""
"2005M02","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.7",""
"2005M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","119",""
"2005M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.0",""
"2005M02","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","154",""
"2005M02","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.8",""
"2005M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","150",""
"2005M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2005M02","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","10",""
"2005M02","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.1",""
"2005M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","10",""
"2005M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2005M02","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","294",""
"2005M02","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.1",""
"2005M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","283",""
"2005M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2005M02","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","11",""
"2005M02","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.8",""
"2005M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","11",""
"2005M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2005M02","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","535",""
"2005M02","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.5",""
"2005M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","499",""
"2005M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2005M02","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","221",""
"2005M02","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.7",""
"2005M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","212",""
"2005M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2005M02","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,196",""
"2005M02","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","19.2",""
"2005M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,041",""
"2005M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.2",""
"2005M02","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","462",""
"2005M02","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.7",""
"2005M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","449",""
"2005M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2005M02","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","853",""
"2005M02","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2005M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","804",""
"2005M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2005M02","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","69",""
"2005M02","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.9",""
"2005M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","66",""
"2005M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2005M02","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","461",""
"2005M02","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","17.7",""
"2005M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","445",""
"2005M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.1",""
"2005M02","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","237",""
"2005M02","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.2",""
"2005M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","225",""
"2005M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2005M02","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","371",""
"2005M02","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.0",""
"2005M02","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","365",""
"2005M02","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2005M02","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,396",""
"2005M02","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.7",""
"2005M02","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,395",""
"2005M02","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2005M02","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","4",""
"2005M02","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","2.7",""
"2005M02","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","5",""
"2005M02","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2005M02","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","108",""
"2005M02","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.5",""
